00:00|midnight|Oliver Dubois rammed a pickup truck through his front door on a sweaty midnight in July, at the tail end of a massive block party. <br>It wasn’t his truck, and the street was closed to traffic, so the vehicle’s emergence out of darkness and slow rumble up Oak Drive scattered neighbors and guests alike into confused groups on candlelit lawns.|奧利佛·杜布瓦在七月一個悶熱的午夜，把一輛皮卡車撞進了自己的前門，那時正值一場大型街區派對的尾聲。<br>那不是他的車，而且街道已封閉交通，因此這輛車從黑暗中出現並沿著橡樹大道緩慢行駛，讓鄰居與賓客紛紛驚慌地分散在點著蠟燭的草坪上。|Behind the Lie|Emilya Naymark|unknown
00:00|Midnight|She looked at the digital display of her watch.<br>00:00:00<br>Midnight, as the clock had told her.<br>She waited for the next second to arrive, but it didn’t.|她看了看手錶的數位顯示。<br>00:00:00<br>午夜，正如時鐘所顯示的。<br>她等待下一秒的到來，但它沒有出現。|The Midnight Library|Matt Haig|unknown
00:00|midnight|Farewell, sweet playfellow: pray thou for us;<br>And good luck grant thee thy Demetrius!-<br>Keep word, Lysander: we must starve our sight<br>From lovers’ food till morrow deep midnight.|再見了，親愛的玩伴：請為我們祈禱；<br>願你的德米特里厄斯帶給你好運！-<br>守約吧，萊桑德：我們必須讓視線飢餓<br>直到明日深夜午夜才得見戀人的食糧。|A Midsummer Night’s Dream|William Shakespeare|unknown
00:00|midnight|Here before me was a vast sweep of empty space: just the closed door and me, and only the stars sprinkled across the midnight sky to see what I did next. Did those cold, distant lights watch with any vestige of the humans they had once been, those special, chosen, favored ones who had brushed to close to the divine?|在我面前的是一片廣闊的空間：只有那扇緊閉的門和我，還有散布在午夜天空中的星星見證我接下來的行動。那些冰冷遙遠的光，是否還保有曾經身為人類的一絲痕跡，那些曾被選中、被偏愛、曾過於接近神性的存在？|Ariadne|Jennifer Saint|unknown
00:00|midnight|Had the lure of blood and ecstasy in the midnight woods brought her sailing over the glittering blue waters? I wondered why she was here now, in the vineyard.|她是否被午夜森林中血與狂喜的誘惑吸引，越過閃閃發光的藍色水域而來？我想知道她為什麼現在會在這裡，在這片葡萄園裡。|Ariadne|Jennifer Saint|unknown
00:00|midnight|She summoned the police and, when the men came, sympathetic, at midnight, she gave testimony. To have given a home to the wolf and succour to the rabid dog.|她報了警，當那些同情她的人在午夜趕來時，她作了證詞。她曾收留一隻狼，並救助一隻狂犬。|The Power|Naomi Alderman|unknown
00:00|midnight|One Christmas at midnight on the button, at the old place, the ward door blows open with a crash, in comes a fat man with a beard, eyes ringed red by the cold and his nose just the color of a cherry.|某年聖誕節，正好在午夜，舊地的病房門猛然被撞開，一個留著鬍子的胖男人闖了進來，雙眼因寒冷而發紅，鼻子紅得像櫻桃。|One Flew Over the Cuckoo’s Nest|Ken Kesey|unknown
00:00|midnight|At midnight, the lights in the café’s kitchen could be particularly harsh. Without the comfort of the daylight streaming in through the stained-glass window, everything in the room looked grim and utilitarian.|在午夜時，咖啡館廚房的燈光格外刺眼。沒有了透過彩色玻璃窗灑進來的日光，房間裡的一切看起來都陰沉而功利。|Pomegranate Soup|Marsha Mehran|unknown
00:00|midnight|Sometimes there is no darker place than our own thoughts; the moonless midnight of the mind.|有時候，沒有比我們自身思緒更黑暗的地方；心靈中無月的午夜。|Fear Nothing: A Novel|Dean Koontz|unknown
00:00|midnight|“It starts at midnight.”|「它從午夜開始。」|Catching Fire|Suzanne Collins|unknown
00:00|midnight|Dawn seemed to follow midnight with indecent haste.|黎明似乎以不體面的急速緊隨午夜而來。|Harry Potter and the Deathly Hallows|J.K. Rowling|unknown
00:00|twelve o’clock|“I shall never forget his flying Henry’s kite for him that very windy day last Easter—and ever since his particular kindness last September twelvemonth in writing that note, at twelve o’clock at night, on purpose to assure me that there was no scarlet fever at Cobham, I have been convinced there could not be a more feeling heart nor a better man in existence.—If any body can deserve him, it must be Miss Taylor.”|「我永遠不會忘記他在去年復活節那個大風天為亨利放風箏——以及他自去年九月以來特別的好意，在夜裡十二點寫那封信，特地向我保證科巴姆沒有猩紅熱，我已經確信世上不可能有比他更富同情心、更好的人了。——如果有人配得上他，那一定是泰勒小姐。」|Emma|Jane Austen|unknown
00:00|twelve o’clock|On the night after his ride to Lawrenceville a crowd sallied to New York in quest of adventure, and started back to Princeton about twelve o’clock in two machines. It had been a gay party and different stages of sobriety were represented.|在他騎馬前往勞倫斯維爾後的那個夜晚，一群人湧向紐約尋求冒險，並在午夜前後搭乘兩輛車返回普林斯頓。那是一場愉快的聚會，參與者的清醒程度各不相同。|This Side of Paradise|F. Scott Fitzgerald|unknown
00:00|midnight|As midnight was striking bronze blows upon the dusky air, Dorian Gray, dressed commonly, and with a muffler wrapped round his throat, crept quietly out of his house.|當午夜的鐘聲在昏暗的空氣中敲響如青銅般的聲音時，多利安·格雷穿著普通衣服，脖子圍著圍巾，悄悄地走出家門。|The Picture of Dorian Gray|Oscar Wilde|unknown
00:00|midnight|But wait till I tell you, he said. We had a midnight lunch too after all the jollification and when we sallied forth it was blue o'clock the morning after the night before. |但等我告訴你，他說。我們在所有歡鬧之後還吃了一頓午夜宵夜，當我們再次出發時，已是所謂的藍色時刻——夜晚過後的清晨。|Ulysses|James Joyce|unknown
00:00|midnight|Midnight, you said. What is midnight to the young? And suddenly a festive blaze was flung Across five cedar trunks, snow patches showed, And a patrol car on our bumpy road Came to a crunching stop. Retake, retake!|午夜，你說。對年輕人來說，午夜算什麼？突然間，一團節慶的火焰在五棵雪松樹幹間燃起，雪地斑駁可見，一輛巡邏車在我們顛簸的道路上嘎吱停下。重來，重來！|Pale Fire|Vladimir Nabokov|unknown
00:00|12.00|That a man who could hardly see anything more than two feet away from him could be employed as a security guard suggested to me that our job was not to secure anything but to report for work every night, fill the bulky ledger with cryptic remarks like 'Patrolled perimeter 12.00 pm, No Incident' and go to the office every fortnight for our wages and listen to the talkative Ms Elgassier.|一個幾乎看不清兩英尺以外事物的人竟然能被聘為保全，讓我覺得我們的工作並不是保護任何東西，而是每晚來上班，在厚重的帳簿中寫下像「12:00巡邏周界，無異常」這樣晦澀的記錄，然後每兩週去辦公室領薪水，聽話多的艾爾加西爾女士說話。|A Squatter's Tale|Ike Oguine|unknown
00:00|midnight|'Tis the year's midnight, and it is the day's, Lucy's, who scarce seven hours herself unmasks; The sun is spent, and now his flasks Send forth light squibs, no constant rays;|這是一年的午夜，也是一天的午夜，屬於露西，她自己尚未卸下面具七小時；太陽已耗盡，如今他的瓶中放出的是閃光的火花，而非持續的光芒；|A Nocturnal upon St Lucy's Day|John Donne|unknown
00:00|midnight|At midnight his wife and daughter might still be bustling about, preparing holiday delicacies in the kitchen, straightening up the house, or perhaps getting their kimonos ready or arranging flowers. Oki would sit in the living room and listen to the radio. As the bells rang he would look back at the departing year. He always found it a moving experience.|在午夜，他的妻子和女兒可能仍在忙碌，在廚房準備節日佳餚，整理房子，或準備和服、插花。沖會坐在客廳裡聽收音機。當鐘聲響起時，他會回顧逝去的一年。他總覺得這是一種令人感動的體驗。|Beauty and Sadness|Yasunari Kawabata|unknown
00:00|twelve|Bernardo: 'Tis now struck twelve; get thee to bed, Francisco.|貝納多：「現在已經敲過十二點了；去睡吧，法蘭西斯科。」|Hamlet|William Shakespeare|unknown
00:00|midnight|But, odder still - Big Ben had once again struck midnight. The time outside still corresponded to that registered by the stopped gilt clock, inside. Inside and outside matched exactly, but both were badly wrong. H'm.|但更奇怪的是——大笨鐘再次敲響了午夜。外面的時間仍然與室內那只停住的鍍金時鐘所顯示的一致。室內與室外完全吻合，但兩者都嚴重錯誤。嗯。|Nights at the Circus|Angela Carter|sfw
00:00|midnight|But in the end I understood this language. I understood it, I understood it, all wrong perhaps. That is not what matters. It told me to write the report. Does this mean I am freer now than I was? I do not know. I shall learn. Then I went back into the house and wrote, It is midnight. The rain is beating on the windows. It was not midnight. It was not raining.|但最終我理解了這種語言。我理解了，我理解了，也許全都錯了。但那並不重要。它告訴我要寫報告。這是否意味著我現在比以前更自由？我不知道。我會學習。然後我回到屋裡寫道，現在是午夜。雨正拍打著窗戶。其實並不是午夜。也沒有下雨。 |Molloy|Samuel Beckett|unknown
00:00|0000h.|Cartridges not allowed after 0000h., to encourage sleep.|午夜零點後不允許使用彈藥，以促進睡眠。|Infinite Jest|David Foster Wallace|unknown
00:00|0000h|Gately can hear the horns and raised voices and u-turn squeals way down below on Wash. That indicates it's around 0000h., the switching hour.|蓋特利可以聽到遠在華盛頓街下方的喇叭聲、喊叫聲和急轉彎的刺耳聲。那表示現在大約是0000時，換班的時刻。|Infinite Jest|David Foster Wallace|unknown
00:00|twelve|Hamlet: What hour now? Horatio: I think it lacks of twelve. Marcellus: No, it is struck.|哈姆雷特：現在幾點了？霍拉旭：我想還差幾分鐘到十二點。馬西勒斯：不，已經敲過了。|Hamlet|William Shakespeare|unknown
00:00|midnight|He is certain he heard footsteps: they come nearer, and then die away. The ray of light beneath his door is extinguished. It is midnight; some one has turned out the gas; the last servant has gone to bed, and he must lie all night in agony with no one to bring him any help.|他確信自己聽到了腳步聲：聲音越來越近，然後又消失。門下透出的光線熄滅了。現在是午夜；有人關掉了瓦斯燈；最後一個僕人已經上床睡覺，而他必須整夜在痛苦中躺著，沒有人能給他任何幫助。|Swann's Way|Marcel Proust|unknown
00:00|midnight|I am conceived to the chimes of midnight on the clock on the mantelpiece in the room across the hall. The clock once belonged to my great-grandmother (a woman called Alice) and its tired chime counts me into the world.|我是在走廊對面房間壁爐架上的時鐘敲響午夜鐘聲時被孕育的。那座鐘曾屬於我的曾祖母（一位名叫愛麗絲的女人），它疲憊的鐘聲把我帶入這個世界。|Behind the Scenes at the Museum|Kate Atkinson|unknown
00:00|twelve|I took her hand in mine, and bid her be composed; for a succession of shudders convulsed her frame, and she would keep straining her gaze towards the glass. 'There's nobody here!' I insisted. 'It was YOURSELF, Mrs. Linton: you knew it a while since.' 'Myself!' she gasped, 'and the clock is striking twelve! It's true, then! that's dreadful!'|我握住她的手，讓她鎮定下來；因為一陣顫抖震動著她的身體，她不斷把目光投向鏡子。「這裡沒有人！」我堅持說。「那是你自己，林頓太太：你剛才就知道了。」「我自己！」她喘著氣說，「而時鐘正敲著十二點！那是真的！太可怕了！」|Wuthering Heights|Emily Brontë|unknown
00:00|midnight|I was born in the city of Bombay . . . On the stroke of midnight, as a matter of fact. Clock-hands joined palms in respectful greeting as I came. Oh, spell it out, spell it out: at the precise instant of India's arrival at independence, I tumbled forth into the world.|我出生在孟買這座城市……事實上，就在午夜的鐘聲響起時。當我來到這個世界時，時鐘的指針像合掌致意一般相遇。哦，說清楚吧，說清楚：就在印度獨立的那一刻，我降生於世。|Midnight's Children|Salman Rushdie|unknown
00:00|midnight|It is midnight. The rain is beating on the windows. I am calm. All is sleeping. Nevertheless I get up and go to my desk. I can't sleep.|現在是午夜。雨正拍打著窗戶。我很平靜。一切都在沉睡。然而我起身走向書桌。我睡不著。|Molloy|Samuel Beckett|unknown
00:00|midnight|Midnight had come upon the crowded city. The palace, the night-cellar, the jail, the madhouse; the chambers of birth and death, of health and sickness; the rigid face of the corpse and the calm sleep of the child - midnight was upon them all.|午夜降臨在擁擠的城市上。宮殿、地下酒窖、監獄、瘋人院；出生與死亡、健康與疾病的房間；僵硬的屍體面容與孩子安穩的睡眠——午夜降臨在它們之上。|Oliver Twist|Charles Dickens|unknown
00:00|midnight|Once upon a midnight dreary,<br/>while I pondered weak and weary,<br/>Over many a quaint and curious volume of forgotten lore,<br/>While I nodded, nearly napping, suddenly there came a tapping,<br/>As of some one gently rapping, rapping at my chamber door.<br/>Tis some visitor, I muttered, tapping at my chamber door - Only this, and nothing more.|曾經在一個淒涼的午夜，<br/>當我虛弱疲憊地沉思，<br/>翻閱許多奇特而古怪的被遺忘知識之書，<br/>當我點頭，幾乎入睡，突然傳來一陣敲擊聲，<br/>彷彿有人輕輕敲打，敲打我的房門。<br/>「只是訪客，」我喃喃說，敲打我的房門——僅此而已，別無其他。|The Raven|Edgar Allan Poe|unknown
00:00|twelve|The clock striketh twelve O it strikes, it strikes! Now body, turn to air, Or Lucifer will bear thee quick to hell. O soul, be changed into little water drops, And fall into the ocean, ne'er to be found. My God, my God, look not so fierce on me!|時鐘敲響十二點啊，它敲響了，它敲響了！現在，身體，化為空氣吧，不然路西法會迅速把你帶入地獄。哦，靈魂，變成細小的水滴，墜入海洋，再也無法被找到。我的上帝，我的上帝，不要如此兇猛地看著我！|Dr. Faustus|Christopher Marlowe|unknown
00:00|midnight|The first night, as soon as the corporal had conducted my uncle Toby up stairs, which was about 10 - Mrs. Wadman threw herself into her arm chair, and crossing her left knee with her right, which formed a resting-place for her elbow, she reclin'd her cheek upon the palm of her hand, and leaning forwards, ruminated until midnight upon both sides of the question.|第一晚，當下士帶著我叔叔托比上樓後（大約是十點），沃德曼太太把自己丟進扶手椅，左膝跨在右膝上形成支撐肘部的位置，她把臉頰靠在手掌上，身體前傾，反覆思索這個問題的兩面，直到午夜。|The Life and Opinions of Tristram Shandy, Gentleman|Laurence Sterne|unknown
00:00|twelve o'clock|To begin my life with the beginning of my life, I record that I was born (as I have been informed an believe) on a Friday, at twelve o'clock at night. It was remarked that the clock began to strike, and I began to cry, simultaneously.|為了從我生命的開始講起，我記錄下，我是在星期五的午夜十二點出生的（據我所知並相信）。人們注意到時鐘開始敲響的同時，我也開始哭泣。|David Copperfield|Charles Dickens|unknown
00:00|midnight|We have heard the chimes at midnight.|我們曾聽過午夜的鐘聲。|Henry IV|William Shakespeare|unknown
00:00|midnight|It was surely midnight by now. A lone bird called, and the individual trees melted together in one forbidding and unfriendly mass. To Savonius they seemed to incarnate this dismal adventure which had been thrust on him against his will. Somewhere in this deep forest lay this demented man he was supposed to try to comfort and calm.|現在肯定已經是午夜了。一隻孤鳥鳴叫，樹木彼此融為一片陰森而不友善的整體。在薩沃尼烏斯看來，它們體現了這場被強加在他身上的陰鬱冒險。在這片深林某處，躺著那個他被要求去安撫的瘋狂男人。|The Hammer of God|Bo Giertz|unknown
00:00|midnight|There was the midnight hike with the boys to the end of the promenade and the big argument about the election of a housemaster. What had become of responsibility and service? And brotherly love?|那次男孩們在午夜徒步走到海濱長廊盡頭的活動，以及關於選舉舍監的激烈爭論。責任與服務精神去哪了？還有兄弟之愛呢？|The Hammer of God|Bo Giertz|unknown
00:01|one minute past midnight|“Perhaps. But it might be wise to warn them that I felt it was my duty to inform the tax authorities of your presence in Bristol, so don’t be surprised if the police board your yacht at one minute past midnight and seize it.”|「也許吧。但最好提醒他們，我覺得有責任通知稅務機關你在布里斯托的存在，所以如果警方在午夜過一分鐘登上你的遊艇並予以扣押，不要感到意外。」|This Was a Man|Jeffrey Archer|sfw
00:01|a minute after midnight|She was wearing a watch. Not a digital one, in this life. An elegant, slender analogue one, with Roman numerals. It was about a minute after midnight. <br/>How is this happening?|她戴著一只手錶。在這一生中不是數位錶，而是一只優雅纖細、帶有羅馬數字的指針錶。時間大約是午夜過一分鐘。<br/>這是怎麼回事？|The Midnight Library|Matt Haig|unknown
00:01|one minute past midnight|With the appointed execution time of one minute past midnight just seconds away, I knocked on the metal door twice. The lock turned and the door swiftly swung open.|距離預定的處決時間——午夜過一分鐘——只剩幾秒時，我敲了兩下金屬門。鎖轉動了，門迅速打開。|Death at Midnight|Donald A. Cabana|unknown
00:01|One minute after midnight|And on all sides there were the clocks. Conrad noticed them immediately, at every street corner, over every archway, three quarters of the way up the sides of buildings, covering every conceivable angle of approach. Most of them were too high off the ground to be reached by anything less than a fireman's ladder and still retained their hands. All registered the same time: 12:01. Conrad looked at his wristwatch, noted that it was just 2:45.<br/>They were driven by a master dock, Stacey told him. When that stopped, they all ceased at the same moment. One minute after midnight, thirty-seven years ago.|四周到處都是時鐘。康拉德立刻注意到它們：每個街角、每個拱門上方、建築物側面四分之三的高度，覆蓋了所有可能的角度。大多數都太高，除非用消防梯否則無法觸及，而且仍保留著指針。它們全都顯示同一時間：12:01。康拉德看了看手錶，發現現在是2:45。<br/>它們由一個主鐘控制，史黛西告訴他。當那個停止時，它們也在同一刻停止。三十七年前的午夜過一分鐘。|Chronopolis|J.G. Ballard|unknown
00:02|two minutes past twelve|At two minutes past twelve the door opens and two men come into the lobby. One is tall with black hair combed in a 50’s pompadour. The other is short and bespectacled. Both are wearing suits.|在十二點過兩分鐘時，門打開，兩個男人走進大廳。一個高個子，黑髮梳成五○年代的龐巴杜髮型。另一個矮小，戴著眼鏡。兩人都穿著西裝。|Billy Summers|Stephen King|unknown
00:02|0.02|The time was a quarter to twelve when I reached the station, and there was a train at 0.02, arriving at Paris about half past two p. m. on the following day.|當我到達車站時是差一刻十二點，有一班0點02分的火車，於隔日下午約兩點半抵達巴黎。|The real Life of Sebastian Knight|Vladimir Nabokov|sfw
00:02|Two minutes past midnight|Two minutes past midnight. With me in the lead the fourteen other men of Teams Yellow, White and Red moved out of the clearing and separated for points along the wall where they would cross over into the grounds.|午夜過兩分鐘。在我帶領下，黃隊、白隊和紅隊的另外十四名男子走出空地，分散到牆邊各個位置，準備翻越進入場地。|Night of the Krait|Shashi Warrier|unknown
00:03|three minutes after midnight|Early this morning, 1 January 2021, three minutes after midnight, the last human to be born on earth was killed in a pub brawl in a suburb of Buenos Aires, aged twenty-five years, two months and twelve days.|今天清晨，2021年1月1日，午夜過三分鐘，地球上最後一位出生的人在布宜諾斯艾利斯郊區的一場酒吧鬥毆中被殺，年僅二十五歲兩個月又十二天。|The Children of Men|P.D. James|unknown
00:03|three minutes past midnight|It was just three minutes past midnight when I last saw Archer Harrison alive. I remember, because I said it was two minutes past and he looked at his watch and said it was three minutes past.|就在午夜過三分鐘時，我最後一次見到阿徹·哈里森還活著。我記得，是因為我說那是過兩分鐘，而他看了看手錶說是過三分鐘。|Since Ibsen|George Jean Nathan|unknown
00:03|Three minutes after midnight.|Suddenly I felt a great stillness in the air, then a snapping of tension. I glanced at my watch. Three minutes after midnight. I was breathing normally and my pen moved freely across the page. Whatever stalked me wasn’t quite as clever as I’d feared, I thought, careful not to pause in my work.|突然間，我感到空氣中一片寂靜，然後緊繃的感覺斷裂。我看了看手錶。午夜過三分鐘。我呼吸正常，筆在紙上順暢滑動。我心想，追蹤我的東西並沒有我想像中那麼聰明，小心地不讓自己停下工作。|The Historian|Elizabeth Kostova|unknown
00:04|four minutes past twelve|At four minutes past twelve, Frank Macintosh and Paulie Logan enter the lobby dressed in their suits. There are handshakes all around. Frank’s pompadour appears to have had an oil change.|在十二點過四分鐘時，法蘭克·麥金塔什與保利·洛根穿著西裝走進大廳。大家互相握手。法蘭克的龐巴杜髮型看起來像剛重新上過油。|Billy Summers|Stephen King|unknown
00:04|four minutes past midnight|At four minutes past midnight, January 22, Admiral Lowry's armada of more than 250 ships reached the transport area off Anzio. The sea was calm, the night was black.|在1月22日午夜過四分鐘時，洛瑞上將率領的超過250艘船隊抵達安齊奧外的運輸區。海面平靜，夜色漆黑。|Anzio: Epic of Bravery|Fred Sheehan|unknown
00:05|after twelve o'clock|It was after twelve o'clock when Easton came home. Ruth recognised his footsteps before he reached the house, and her heart seemed to stop beating when she heard the clang of the gate, as it closed after he had passed through.|伊斯頓回家時已經過了十二點。露絲在他到達屋前就認出了他的腳步聲，當她聽到大門在他通過後關上的聲音時，心似乎停止了跳動。|The Ragged Trousered Philanthropists|Robert Tressell|unknown
00:05|0005h|E.M. Security, normally so scrupulous with their fucking trucks at 0005h., is nowhere around, lending weight to yet another cliché. If you asked Gately what he was feeling right this second he'd have no idea.|E.M. 安保公司通常在0005時對他們那些該死的卡車非常謹慎，現在卻完全不見蹤影，讓另一個老套說法更加可信。如果你問蓋特利此刻的感受，他根本說不上來。|Infinite Jest|David Foster Wallace|nsfw
00:05|Midnight. Five past.|Midnight. Five past. Tomorrow has become today.|午夜。過五分鐘。明天已經變成今天。|An affair of honor|Vladimir Nabokov|sfw
00:06|six minutes past midnight|At six minutes past midnight, death relieved the sufferer.|在午夜過六分鐘時，死亡解除了病人的痛苦。|West of Hell's Fringe|Glenn Shirley|unknown
